Y_Venda_Total_Colecao,X_Venda_30_Dias,X_Categoria,X_Cluster_Loja,X_Cor_Agrupada,X_Preco_Cheio,X_Tipo_Colecao,ID_Produto,Descricao_Produto
1,0,BOLSA,SACADA BARRA SHOPPING,LISTRADO  CA,1,PV,1035009,MALA SACADA KHASI
1,1,BOLSA,SACADA LARGO MACHADO,LISTRADO  CA,1,PV,1035009,MALA SACADA KHASI
1,0,BOLSA,SACADA PLAZA C.FORTE,LISTRADO  CA,1,PV,1035009,MALA SACADA KHASI
0,0,BOLSA,SACADA ICARAI,AZUL JEANS,1,PV,1035009,MALA SACADA KHASI
5,1,BLUSAS,SACADA CENTRO,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
6,1,BLUSAS,SACADA COPACABANA,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
4,2,BLUSAS,SACADA IPANEMA(550),OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
5,0,BLUSAS,SACADA LARGO MACHADO,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
14,8,BLUSAS,SACADA RDL,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
5,0,BLUSAS,SACADA PLAZA NITEROI,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
9,1,BLUSAS,SACADA SHOPP. RIO SUL,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
8,2,BLUSAS,SACADA RDB,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
5,4,BLUSAS,SACADA SHOPP. LEBLON,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
8,2,BLUSAS,SACADA OSCAR FREIRE,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
3,1,BLUSAS,SACADA JUIZ DE FORA,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
5,2,BLUSAS,SACADA SHOPP.RIO MAR,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
4,0,BLUSAS,SACADA IGUATEMI SALVA,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
16,8,BLUSAS,SACADA BARRA SHOPPING,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
4,0,BLUSAS,SACADA BARRA SALVADOR,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
7,2,BLUSAS,SACADA SALVADOR SHOPP,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
3,0,BLUSAS,SACADA BOULEVARD SHOPP,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
6,0,BLUSAS,SACADA SHOPP. RECIFE,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
9,0,BLUSAS,SACADA SHOPP.RIO MAR,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
6,1,BLUSAS,SACADA PATIO SAVASSI,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
6,0,BLUSAS,SACADA IGUATEMI FORTAL,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
7,2,BLUSAS,SACADA SHOPP.TIJUCA,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
1,0,BLUSAS,EST EXP. SITE SACADA,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
6,1,BLUSAS,SACADA FLAMBOYANT SHOP,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
5,2,BLUSAS,SACADA SHOPP.GOIANIA,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
8,1,BLUSAS,SACADA PLAZA C.FORTE,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
1,0,BLUSAS,OUTLET CATARINA,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
14,4,BLUSAS,SACADA ICARAI,OFF FRIO,398,PV,1040999,REGATA TRICOT RAYON
4,0,BLUSAS,SACADA FLAMBOYANT SHOP,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
18,10,BLUSAS,SACADA BARRA SHOPPING,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
7,2,BLUSAS,SACADA CENTRO,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
2,1,BLUSAS,SACADA COPACABANA,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
15,4,BLUSAS,SACADA ICARAI,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
3,2,BLUSAS,SACADA IPANEMA(550),BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
6,3,BLUSAS,SACADA LARGO MACHADO,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
11,8,BLUSAS,SACADA RDL,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
7,1,BLUSAS,SACADA SHOPP.GOIANIA,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
8,4,BLUSAS,SACADA SHOPP. RIO SUL,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
8,2,BLUSAS,SACADA RDB,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
5,1,BLUSAS,SACADA SHOPP. LEBLON,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
5,1,BLUSAS,SACADA OSCAR FREIRE,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
4,1,BLUSAS,SACADA JUIZ DE FORA,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
4,1,BLUSAS,SACADA PLAZA NITEROI,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
6,0,BLUSAS,SACADA PLAZA C.FORTE,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
6,2,BLUSAS,SACADA SHOPP.RIO MAR,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
8,3,BLUSAS,SACADA SHOPP.TIJUCA,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
1,1,BLUSAS,SACADA IGUATEMI FORTAL,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
4,1,BLUSAS,SACADA PATIO SAVASSI,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
8,1,BLUSAS,SACADA SHOPP.RIO MAR,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
5,2,BLUSAS,EST EXP. SITE SACADA,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
3,1,BLUSAS,SACADA BOULEVARD SHOPP,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
4,1,BLUSAS,SACADA SALVADOR SHOPP,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
3,0,BLUSAS,SACADA BARRA SALVADOR,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
5,0,BLUSAS,SACADA IGUATEMI SALVA,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
6,1,BLUSAS,SACADA SHOPP. RECIFE,BEGE VIME,398,PV,1040999,REGATA TRICOT RAYON
2,0,BIJUTERIA,SACADA IGUATEMI SALVA,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
1,1,BIJUTERIA,SACADA SALVADOR SHOPP,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
3,0,BIJUTERIA,SACADA BOULEVARD SHOPP,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
1,2,BIJUTERIA,SACADA SHOPP. RECIFE,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
3,1,BIJUTERIA,SACADA SHOPP.RIO MAR,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
1,0,BIJUTERIA,SACADA IGUATEMI FORTAL,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
4,2,BIJUTERIA,SACADA SHOPP.TIJUCA,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
0,0,BIJUTERIA,SACADA FLAMBOYANT SHOP,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
1,1,BIJUTERIA,SACADA SHOPP.GOIANIA,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
2,1,BIJUTERIA,SACADA PLAZA C.FORTE,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
2,0,BIJUTERIA,SACADA PATIO SAVASSI,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
1,1,BIJUTERIA,SACADA SHOPP.RIO MAR,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
2,2,BIJUTERIA,SACADA BARRA SALVADOR,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
2,1,BIJUTERIA,SACADA OSCAR FREIRE,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
4,1,BIJUTERIA,SACADA CENTRO,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
1,1,BIJUTERIA,SACADA COPACABANA,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
5,0,BIJUTERIA,SACADA ICARAI,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
1,0,BIJUTERIA,SACADA IPANEMA(550),OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
2,0,BIJUTERIA,SACADA LARGO MACHADO,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
4,0,BIJUTERIA,SACADA BARRA SHOPPING,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
2,0,BIJUTERIA,SACADA PLAZA NITEROI,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
3,1,BIJUTERIA,SACADA SHOPP. RIO SUL,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
2,0,BIJUTERIA,SACADA JUIZ DE FORA,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
5,1,BIJUTERIA,SACADA RDB,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
3,2,BIJUTERIA,SACADA SHOPP. LEBLON,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
5,4,BIJUTERIA,SACADA RDL,OURO FOSCO,288,PV,1041325,PULSEIRA CORRENTE
9,3,VESTIDOS,SACADA SALVADOR SHOPP,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
7,4,VESTIDOS,SACADA SHOPP. RECIFE,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
12,3,VESTIDOS,SACADA SHOPP.RIO MAR,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
6,2,VESTIDOS,SACADA PATIO SAVASSI,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
3,0,VESTIDOS,SACADA SHOPP.TIJUCA,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
6,2,VESTIDOS,SACADA SHOPP.GOIANIA,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
2,0,VESTIDOS,SACADA FLAMBOYANT SHOP,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
5,0,VESTIDOS,OUTLET CATARINA,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
1,0,VESTIDOS,SACADA MOEMA,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
-1,0,VESTIDOS,SACADA BARRA SALVADOR,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
35,3,VESTIDOS,EST EXP. SITE SACADA,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
0,0,VESTIDOS,SACADA IGUATEMI SALVA,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
2,0,VESTIDOS,SACADA PLAZA C.FORTE,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
2,0,VESTIDOS,SACADA OSCAR FREIRE,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
16,8,VESTIDOS,SACADA BARRA SHOPPING,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
2,1,VESTIDOS,SACADA CENTRO,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
0,0,VESTIDOS,SACADA COPACABANA,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
12,4,VESTIDOS,SACADA IPANEMA(550),OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
1,0,VESTIDOS,SACADA LARGO MACHADO,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
9,4,VESTIDOS,SACADA ICARAI,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
1,0,VESTIDOS,SACADA PLAZA NITEROI,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
8,5,VESTIDOS,SACADA SHOPP. RIO SUL,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
4,1,VESTIDOS,SACADA RDB,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
11,7,VESTIDOS,SACADA SHOPP. LEBLON,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
8,6,VESTIDOS,SACADA RDL,OURO,868,PV,1041393,VESTIDO LONGO TAFETA TRANCADO
10,3,VESTIDOS,SACADA SHOPP.RIO MAR,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
5,5,VESTIDOS,SACADA BARRA SALVADOR,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
6,4,VESTIDOS,SACADA SALVADOR SHOPP,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
6,3,VESTIDOS,SACADA BOULEVARD SHOPP,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
3,0,VESTIDOS,SACADA SHOPP. RECIFE,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
5,3,VESTIDOS,SACADA PATIO SAVASSI,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
8,3,VESTIDOS,SACADA SHOPP.GOIANIA,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
4,2,VESTIDOS,SACADA SHOPP.TIJUCA,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
14,3,VESTIDOS,EST EXP. SITE SACADA,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
4,2,VESTIDOS,SACADA FLAMBOYANT SHOP,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
5,0,VESTIDOS,SACADA MOEMA,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
5,2,VESTIDOS,SACADA IGUATEMI SALVA,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
6,4,VESTIDOS,SACADA IGUATEMI FORTAL,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
6,3,VESTIDOS,SACADA PLAZA C.FORTE,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
4,3,VESTIDOS,SACADA CENTRO,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
3,2,VESTIDOS,SACADA JUIZ DE FORA,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
4,1,VESTIDOS,SACADA SHOPP.RIO MAR,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
12,8,VESTIDOS,SACADA BARRA SHOPPING,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
5,4,VESTIDOS,SACADA COPACABANA,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
3,0,VESTIDOS,SACADA IPANEMA(550),EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
6,4,VESTIDOS,SACADA LARGO MACHADO,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
13,6,VESTIDOS,SACADA ICARAI,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
4,3,VESTIDOS,SACADA PLAZA NITEROI,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
7,7,VESTIDOS,SACADA SHOPP. RIO SUL,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
13,6,VESTIDOS,SACADA RDB,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
6,3,VESTIDOS,SACADA SHOPP. LEBLON,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
6,4,VESTIDOS,SACADA OSCAR FREIRE,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
9,7,VESTIDOS,SACADA RDL,EST VEST LINA,868,PV,1041397,VESTIDO MIDI EST LINA MINI
7,0,CALCAS,SACADA SHOPP.RIO MAR,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
2,2,CALCAS,SACADA BARRA SALVADOR,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
4,1,CALCAS,SACADA SALVADOR SHOPP,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
3,0,CALCAS,SACADA BOULEVARD SHOPP,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,2,CALCAS,SACADA SHOPP. RECIFE,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
5,2,CALCAS,SACADA PATIO SAVASSI,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
3,0,CALCAS,SACADA MOEMA,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
2,0,CALCAS,SACADA SHOPP.TIJUCA,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
30,1,CALCAS,EST EXP. SITE SACADA,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
4,0,CALCAS,SACADA FLAMBOYANT SHOP,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,1,CALCAS,SACADA SHOPP.GOIANIA,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
3,0,CALCAS,SACADA IGUATEMI SALVA,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
8,0,CALCAS,SACADA IGUATEMI FORTAL,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
4,1,CALCAS,SACADA PLAZA C.FORTE,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
3,1,CALCAS,SACADA SHOPP.RIO MAR,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
1,0,CALCAS,SACADA JUIZ DE FORA,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
3,0,CALCAS,ATACADO OHBOY,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,2,CALCAS,SACADA CENTRO,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,0,CALCAS,SACADA COPACABANA,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,0,CALCAS,SACADA ICARAI,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
0,0,CALCAS,SACADA IPANEMA(550),EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,2,CALCAS,SACADA LARGO MACHADO,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,0,CALCAS,SACADA BARRA SHOPPING,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
1,0,CALCAS,SACADA PLAZA NITEROI,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
6,2,CALCAS,SACADA SHOPP. RIO SUL,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
8,1,CALCAS,SACADA RDB,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
4,3,CALCAS,SACADA SHOPP. LEBLON,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
4,0,CALCAS,SACADA OSCAR FREIRE,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
8,5,CALCAS,SACADA RDL,EST AMALFI NOITE,598,PV,1041399,CALCA EST ALMAFI NOITE
2,2,SAIAS,SACADA ICARAI,EST RADIANTE CA,598,PV,1041400,SAIA MIDI EST RADIANTE CA
2,2,SAIAS,SACADA PLAZA NITEROI,EST RADIANTE CA,598,PV,1041400,SAIA MIDI EST RADIANTE CA
3,-1,OVERTOP,SACADA SHOPP. RECIFE,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
8,3,OVERTOP,SACADA SHOPP.RIO MAR,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
7,0,OVERTOP,SACADA PATIO SAVASSI,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
3,0,OVERTOP,SACADA SHOPP. ELDORADO,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
6,2,OVERTOP,SACADA SHOPP.GOIANIA,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
4,0,OVERTOP,SACADA MOEMA,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
5,0,OVERTOP,SACADA SALVADOR SHOPP,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
8,1,OVERTOP,EST EXP. SITE SACADA,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
1,0,OVERTOP,SACADA PLAZA C.FORTE,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
8,0,OVERTOP,SACADA SHOPP. LEBLON,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
7,3,OVERTOP,SACADA RDB,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
7,0,OVERTOP,SACADA SHOPP. RIO SUL,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
3,0,OVERTOP,SACADA PLAZA NITEROI,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
8,2,OVERTOP,SACADA RDL,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
1,0,OVERTOP,SACADA LARGO MACHADO,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
4,0,OVERTOP,SACADA IPANEMA(550),EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
12,5,OVERTOP,SACADA ICARAI,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
10,1,OVERTOP,SACADA BARRA SHOPPING,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
7,0,OVERTOP,SACADA OSCAR FREIRE,EST LIAR,468,PV,1041402,OVERTOP EST LIAR GOLA ALTA
7,2,VESTIDOS,SACADA SALVADOR SHOPP,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
6,4,VESTIDOS,SACADA BOULEVARD SHOPP,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
2,0,VESTIDOS,SACADA SHOPP. RECIFE,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
5,0,VESTIDOS,SACADA SHOPP.RIO MAR,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
6,0,VESTIDOS,SACADA PATIO SAVASSI,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
5,0,VESTIDOS,SACADA IGUATEMI FORTAL,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
2,0,VESTIDOS,OUTLET CATARINA,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
53,1,VESTIDOS,EST EXP. SITE SACADA,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
2,0,VESTIDOS,SACADA FLAMBOYANT SHOP,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
3,0,VESTIDOS,SACADA SHOPP.GOIANIA,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
2,0,VESTIDOS,SACADA MOEMA,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
4,0,VESTIDOS,SACADA SHOPP. ELDORADO,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
3,1,VESTIDOS,SACADA SHOPP.TIJUCA,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
5,1,VESTIDOS,SACADA BARRA SALVADOR,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
11,5,VESTIDOS,SACADA ICARAI,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
6,0,VESTIDOS,SACADA PLAZA C.FORTE,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
3,0,VESTIDOS,SACADA SHOPP.RIO MAR,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
5,1,VESTIDOS,SACADA OSCAR FREIRE,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
6,1,VESTIDOS,SACADA SHOPP. LEBLON,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
1,0,VESTIDOS,SACADA RDB,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
9,2,VESTIDOS,SACADA SHOPP. RIO SUL,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
6,2,VESTIDOS,SACADA RDL,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
6,2,VESTIDOS,SACADA LARGO MACHADO,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
2,0,VESTIDOS,SACADA IPANEMA(550),EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
5,1,VESTIDOS,SACADA COPACABANA,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
4,1,VESTIDOS,SACADA CENTRO,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
9,2,VESTIDOS,SACADA BARRA SHOPPING,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
2,0,VESTIDOS,SACADA IGUATEMI SALVA,EST LIAR,498,PV,1041403,VESTIDO CURTO EST LIAR
1,0,VESTIDOS,SACADA SHOPP. LEBLON,EST RADIANTE CA,798,PV,1041404,VESTIDO MIDI EST RADIANTE CA
3,3,VESTIDOS,SACADA PLAZA NITEROI,EST RADIANTE CA,798,PV,1041404,VESTIDO MIDI EST RADIANTE CA
2,-1,VESTIDOS,SACADA ICARAI,EST RADIANTE CA,798,PV,1041404,VESTIDO MIDI EST RADIANTE CA
3,0,VESTIDOS,SACADA RDL,EST RADIANTE CA,798,PV,1041404,VESTIDO MIDI EST RADIANTE CA
1,0,BERMUDAS/SHORTS,SACADA BARRA SALVADOR,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
4,0,BERMUDAS/SHORTS,SACADA SHOPP. ELDORADO,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
2,0,BERMUDAS/SHORTS,SACADA MOEMA,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
8,0,BERMUDAS/SHORTS,SACADA SHOPP.GOIANIA,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
27,2,BERMUDAS/SHORTS,EST EXP. SITE SACADA,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
4,0,BERMUDAS/SHORTS,SACADA PATIO SAVASSI,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
12,2,BERMUDAS/SHORTS,SACADA SHOPP.RIO MAR,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
4,0,BERMUDAS/SHORTS,SACADA SHOPP. RECIFE,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
7,0,BERMUDAS/SHORTS,SACADA SALVADOR SHOPP,EST LIAR,368,PV,1041405,SHORT EST LIAR C/AMARRACAO
